name,pe,roic,pe_rank,roic_rank,rank,Full Name,Website
RMD,38.81372181473203,0.20778141323747265,789,945,1734,ResMed Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RNG,-371.493858378717,-0.046985764336005875,554,1125,1679,"Ringcentral, Inc. Class A Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RNR,12.10670830377338,0.1056962968447093,16,966,982,RenaissanceRe Holdings Ltd. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ROG,70.40430166033207,0.05946571614999097,987,809,1796,Rogers Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ROK,23.578256508422665,0.2511032361594009,949,876,1825,"Rockwell Automation, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ROL,63.01269948317639,0.258468990934786,331,337,668,"Rollins, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ROP,42.63490496999052,0.05603695946321662,400,521,921,"Roper Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RPAI,177.63860956694805,0.0041095357248418915,1092,243,1335,"Retail Properties of America, Inc. Class A Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RPM,26.209951052613203,0.12270234234350291,513,766,1279,RPM International Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RPT,13.2621763795771,0.03899262068109289,685,1100,1785,Ramco,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RRC,-3.6847215911725164,-0.13578565384215194,915,1119,2034,Range Resources Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RS,25.80203863451639,0.06381275187488324,626,262,888,Reliance Steel & Aluminum Co. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RSG,31.372083333333332,0.0540232602118003,91,213,304,"Republic Services, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RUBI,-12.74287948784497,-0.14816049850961305,254,155,409,"The Rubicon Project, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RVT,-59.70384459403688,-0.02053852362517871,1139,765,1904,"Royce Value Trust, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RWT,-2.007355879175258,-0.05970063639657943,376,463,839,"Redwood Trust, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RXN,38.83154632911392,0.06944900505680698,628,860,1488,Rexnord Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RY,11.574316190936237,0.14704628406833944,358,255,613,Royal Bank Of Canada Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RYAM,0.4842550286868805,0.6042351363433169,570,33,603,Rayonier Advanced Materials Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RYI,-9.792926995212767,-0.07069438995684582,706,72,778,Ryerson Holding Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RYN,124.67767559956856,0.010114641584914002,557,273,830,Rayonier Inc. REIT Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
RZA,3.6922544256486303,0.007295737962724067,1087,226,1313,"Reinsurance Group of America, Incorporated 6.20% Fixed",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SA,-216.9884218120358,-0.010877908634339978,150,64,214,"Seabridge Gold, Inc. Ordinary Shares (Canada)",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SAH,-43.727913593461125,-0.018157507129500986,70,872,942,"Sonic Automotive, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SAIC,26.235252427184466,0.058982440342188205,699,41,740,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SAM,69.231365492811,0.21817899199751295,46,954,1000,"Boston Beer Company, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SBH,20.044213494169135,0.06867728214527632,55,369,424,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SBR,11.680486718945424,6.787771765974134,549,926,1475,Sabine Royalty Trust Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SBS,5.803205070810868,0.027038790988971648,207,612,819,Companhia de saneamento Basico Do Estado De Sao Paulo,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SC,9.17773651631718,0.16762596207801925,1148,664,1812,Santander Consumer USA Holdings Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SCCO,38.40392957208355,0.17643959207541593,296,428,724,Southern Copper Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SCHW,25.943211991434687,0.10886861035560866,1161,917,2078,Charles Schwab Corporation (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SCI,16.427947517672756,0.048327342964786066,562,740,1302,Service Corporation International Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SCL,23.305756567011123,0.12806505852002797,899,1017,1916,Stepan Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SCS,21.396367869615833,0.04911894273127753,568,610,1178,Steelcase Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SCU,2.821423456376595,0.21527633448858882,771,361,1132,Scana Corporation SCANA CORPORATION 2009 Series A 7.70% Enhanced Junior Subordinated Notes,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SE,-77.38562091436006,-0.39075895292306834,63,978,1041,Spectra Energy Corp Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SEAS,-14.630230701931357,-0.127837291045808,856,366,1222,"SeaWorld Entertainment, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SEE,14.382745078544442,0.13277075735730642,355,216,571,Sealed Air Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SEM,17.46420066024441,0.07342296558503067,569,259,828,Select Medical Holdings Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SF,16.032404459478116,0.10061923266285892,657,326,983,Stifel Financial Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SFB,3.8719788841245575,0.023064936825049155,1164,754,1918,Stifel Financial Corp. 6.70% Senior Note due 2022,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SFL,-25.24440271331346,-0.011216387192789817,1185,1126,2311,Ship Finance International Limited,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SGU,6.984261320030698,0.17812438560849334,165,558,723,"Star Gas Partners, L.P. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SHLX,9.904930939226519,0.24547461368653423,49,877,926,"Shell Midstream Partners, L.P. Common Units representing Limited Partner Interests",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SHO,-13.323690491517535,-0.06186374913753679,196,504,700,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SHW,31.13941430880615,0.1593704134824637,416,314,730,Sherwin,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SIG,-33.03486710800406,-0.03967298479483441,1097,895,1992,Signet Jewelers Limited Common Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SJI,18.22251467760217,0.031068048667309986,537,1009,1546,"South Jersey Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SJM,14.439107946811852,0.0918543570554796,96,763,859,J.M. Smucker Company (The) New Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SJW,27.559801089165244,0.023546854686647776,390,1173,1563,SJW Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SKT,-43.305245603395996,-0.01667461421097066,1198,455,1653,"Tanger Factory Outlet Centers, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SKX,59.05134462222131,0.033638986160507846,424,268,692,"Skechers U.S.A., Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SLB,-3.9709982886480315,-0.3537238205553642,209,648,857,Schlumberger N.V. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SLCA,-9.416542850631934,-0.08535212557966368,1183,167,1350,"U.S. Silica Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SLG,13.955144970484621,0.03676235508178015,511,824,1335,SL Green Realty Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SM,-2.656541679854149,-0.21779469172889881,606,597,1203,SM Energy Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SMFG,0.08970962006998066,0.016969246819645824,878,986,1864,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SMG,26.500212453015198,0.20561201629327902,359,791,1150,Scotts Miracle,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SMP,17.122116272193473,0.16420364010043767,1170,787,1957,"Standard Motor Products, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SNA,9.697177187062794,0.3103667855323484,726,53,779,Snap,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SNE,0.10635080508179633,0.071375735291668,1147,236,1383,Sony Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SNP,1.7990823622721157,0.04917223892484986,111,1131,1242,China Petroleum & Chemical Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SNR,-139.042632952913,-0.011795822644221597,52,1120,1172,New Senior Investment Group Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SNV,17.00870436602143,0.07584330288668478,1101,651,1752,Synovus Financial Corp. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SNX,9.474795524982992,0.08981848308183532,215,276,491,Synnex Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SO,19.41021826006763,0.03314401659465384,341,454,795,Southern Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SON,30.107933623431354,0.06787492776776913,541,1197,1738,Sonoco Products Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SPB,18.00342579075426,0.06735127478753541,1167,770,1937,"Spectrum Brands Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SPG,20.046843173927556,0.06570986832934139,890,744,1634,"Simon Property Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SPH,15.349456008987017,0.03331382440130937,35,745,780,"Suburban Propane Partners, L.P. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SPR,-5.049496341933001,-0.16255899318300995,798,93,891,"Spirit Aerosystems Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SR,50.05145945945946,0.011943766009412046,457,605,1062,Standard Register Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SRC,339.05086699165366,0.0020868899436427128,59,179,238,"Spirit Realty Capital, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SRE,9.359661428934656,0.024906329452696375,99,692,791,Sempra Energy Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SRI,-127.65954716981132,-0.022559744193874118,487,37,524,"Stoneridge, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SRLP,13.200041692046966,0.07850131089567709,1061,815,1876,Sprague Resources LP Common Units representing Limited Partner Interests,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SRT,-9.416303340781514,-0.06410762570640273,933,477,1410,"StarTek, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SSD,25.06890516042781,0.24031013723534148,241,950,1191,"Simpson Manufacturing Company, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SSP,6.94653050313181,0.04505202258199972,256,1118,1374,E.W. Scripps Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SSTK,45.680348911740936,0.18938049353204361,790,307,1097,"Shutterstock, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ST,58.753877506299986,0.026089120489774447,1136,132,1268,Sensata Technologies Holding N.V. Ordinary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
STAG,24.51486096751374,0.04599019415536788,1065,344,1409,"Stag Industrial, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
STAR,-31.519340087171628,-0.029196697505585043,903,193,1096,iStar Financial Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
STAY,31.101150121550866,0.027507296011641418,919,673,1592,"Extended Stay America, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
STE,67.68828656270698,0.04641011813667126,1133,292,1425,STERIS Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
STL,15.960864466222123,0.06432760772356984,227,829,1056,Sterling Bancorp,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
STNG,7.27439932876094,0.032134486833972464,320,447,767,Scorpio Tankers Inc. Common Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
STOR,39.98684326384904,0.02895323302818078,1150,489,1639,STORE Capital Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
STT,11.87800661010101,0.07256549678695007,379,823,1202,State Street Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
STWD,18.492047333786783,0.004788570406233732,18,904,922,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
STZ,21.719081507458263,0.09949196920551799,873,129,1002,"Constellation Brands, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SUI,112.72601807656336,0.01398651623673053,1175,524,1699,"Sun Communities, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SUN,2671.6732929590003,0.05114867793671435,345,31,376,Sunoco LP Common Units representing limited partner interests,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SVM,21.61720019991533,0.11863038490233932,991,22,1013,Silvercorp Metals Inc Ordinary Shares (Canada),https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SWI,203.14287630838004,0.005809039907619424,582,528,1110,"Solarwinds, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SWK,30.90006270500156,0.05117700196609809,176,885,1061,"Stanley Black & Decker, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SWM,18.229274879518073,0.0684062059238364,540,1156,1696,Schweitzer,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SWN,-0.8464211309158793,4.1231719242902205,738,414,1152,Southwestern Energy Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SWX,29.063189634929977,0.03894969839795723,6,697,703,Southwest Gas Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SXC,70.29238674376099,0.013058419243986255,304,480,784,"SunCoke Energy, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SXI,78.69534108013727,0.062493830067878176,237,232,469,Standex International Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SXT,15.496518492176387,0.16018965115859676,563,218,781,Sensient Technologies Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SYF,11.698768033946251,0.09786184210526316,88,75,163,Synchrony Financial Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SYK,46.07420214943705,0.06671446618184301,602,327,929,Stryker Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SYX,23.130148270181216,0.30613861386138613,909,859,1768,Systemax Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
SYY,-145.28011272342812,-0.02695484041774877,591,918,1509,Sysco Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
T,-41.02685471406492,-0.006177499280805843,533,497,1030,AT&T Inc.,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TAC,-38.09904761904762,0.0010008757662955086,43,616,659,TransAlta Corporation Ordinary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TAL,5059.3481673705255,0.023409741881724407,507,580,1087,"TAL International Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TAP,-61.77139664804469,0.005677905698442804,1052,1083,2135,Molson Coors Brewing Company Class B Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TARO,-11.045890256916552,-0.1441665643236949,892,948,1840,Taro Pharmaceutical Industries Ltd. Ordinary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TBI,-5.503216277381011,-0.24347887185396494,270,306,576,"TrueBlue, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TC,-0.3575265506875162,-0.6391391981146702,548,980,1528,Thompson Creek Metals Company Inc. Ordinary Shares (Canada),https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TCO,13.697833478566773,-0.02130104034717281,228,506,734,"Taubman Centers, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TCP,10.281346806489644,0.2852387368666266,1201,212,1413,"TC PipeLines, LP Common Units representing Limited Partner Interests",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TDG,77.16230460674157,0.029422148993762505,84,820,904,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TDS,16.00196319018405,0.021889288841326977,51,74,125,"Telephone and Data Systems, Inc. Common Shares",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TDW,-3.476251395893832,-0.15336255685872072,104,550,654,Tidewater Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TDY,21.60146243291592,0.18445883441258093,1116,160,1276,Teledyne Technologies Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TEL,-62.071089074515626,0.03392448866094049,1114,470,1584,TE Connectivity Ltd. New Switzerland Registered Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TEN,-0.5842910061311599,-0.10103265420039073,0,922,922,Tenneco Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TEO,-0.1261634396052094,-0.009260325839263981,647,79,726,Telecom Argentina SA,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TER,23.85566813365351,0.30527617547158625,10,445,455,"Teradyne, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TEVA,-3.0723709273182958,-0.11756857722275589,983,576,1559,Teva Pharmaceutical Industries Limited American Depositary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TEX,-329.4522,0.004766031195840554,415,82,497,Terex Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TFX,57.922453761138485,0.06397972818883901,1007,542,1549,Teleflex Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TG,-7.632476784860457,-0.09310275153027872,354,468,822,Tredegar Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TGH,25.27314453125,0.012167722059729385,564,372,936,Textainer Group Holdings Limited Common Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TGI,-2.084545494594571,-0.26000940673460926,141,136,277,"Triumph Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TGP,9.338093522158545,0.032199410888366205,1067,901,1968,Teekay LNG Partners L.P.,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TGS,0.11794641800788083,0.08132371940377513,630,238,868,Transportadora de Gas del Sur SA TGS Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TGT,12.129137846655789,0.26610954776726076,351,294,645,Target Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
THC,-392.8616305154824,-0.22459809515252258,163,352,515,Tenet Healthcare Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
THG,24.940587991718427,0.018876332961960847,324,617,941,Hanover Insurance Group Inc,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
THGA,3.17,0.03659413508801308,1082,95,1177,"The Hanover Insurance Group, Inc. 6.35% Subordinated Debentures due 2053",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
THO,29.62729876656101,67.24986401296619,844,957,1801,"Thor Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
THQ,10.989173909829148,0.08420028675590595,644,547,1191,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
THR,-94.62460296805577,-16.042899383146125,377,473,850,"Thermon Group Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
THS,229.55653846153848,0.003781979977753059,153,703,856,"Treehouse Foods, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TIF,10.753802017391303,0.065034158459764,975,780,1755,Tiffany & Co. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TISI,-1.6530650543208372,-0.388767098701332,409,1030,1439,"Team, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TJX,105.42466540933688,0.04594824487730745,346,522,868,"TJX Companies, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TK,-6.8892561078510335,0.04241015503814689,126,258,384,Teekay Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TKR,20.917017113321915,0.09444311948485572,266,208,474,Timken Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TM,0.1372383430912393,0.05103778671667869,785,1160,1945,Toyota Motor Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TMHC,15.969179187021844,0.07054375039312856,312,900,1212,Taylor Morrison Home Corporation Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TMO,28.02996705882353,0.12298291005651256,1051,769,1820,Thermo Fisher Scientific Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TMUS,51.88777469019256,0.01978045377369592,704,321,1025,T,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TNC,43.57378368,0.049516908212560384,793,898,1691,Tennant Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TNET,20.582794117647058,0.30434782608695654,317,1024,1341,"TriNet Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TNK,2.2239794666368615,0.1321367820222313,325,1192,1517,Teekay Tankers Ltd.,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TOL,15.386556379782292,0.4970645642537676,486,378,864,Toll Brothers Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TPC,6.563333860454126,0.06266202223888936,494,753,1247,Tutor Perini Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TPH,9.467079798587562,0.09073152913661857,805,1142,1947,"Tri Pointe Homes, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TPL,61.703313987810205,0.41384208731562755,665,223,888,Texas Pacific Land Trust Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TPRE,2.437716752226971,0.11013003723650784,60,875,935,Third Point Reinsurance Ltd. Common Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TPX,13.94876534296029,0.19365895458440446,257,452,709,"Tempur Sealy International, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TR,38.395904466375015,0.08338864365247114,517,1152,1669,"Tootsie Roll Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TRC,-607.8017430522087,0.00015666494717334403,705,669,1374,Tejon Ranch Co Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TREX,63.5057234212639,0.3532905009342924,462,867,1329,"Trex Company, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TRGP,-6.114199245283019,-0.11159194097616346,382,246,628,"Targa Resources, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TRI,38.730561630695185,0.10742252861254267,1181,24,1205,Thomson Reuters Corp Ordinary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TRN,-8.01006237006237,-0.11384369165110696,1029,1064,2093,"Trinity Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
TRNO,47.57515083445078,0.03776148390162091,1081,109,1190,Terreno Realty Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
