name,pe,roic,pe_rank,roic_rank,rank,Full Name,Website
DEI,114.10036294401141,0.004357308570526339,98,412,510,"Douglas Emmett, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DFP,12.38198533291878,0.06601282891521429,811,630,1441,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DFS,27.049219982471516,0.012827962275957628,132,492,624,Discover Financial Services Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DG,18.557822606980917,0.1612322867391209,73,88,161,Dollar General Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DGX,11.424528301886792,0.15379591836734693,846,546,1392,Quest Diagnostics Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DHI,15.462337425180074,0.17084019769357495,829,671,1500,"D.R. Horton, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DHR,41.69609073621299,0.056822278365890176,1032,1089,2121,Danaher Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DHT,2.9525461757566336,0.20577347430447926,185,214,399,"DHT Holdings, Inc.",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DIN,-12.197652877220895,-0.06288429468186844,918,856,1774,"DineEquity, Inc Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DIS,-71.33039105754155,-0.04161452705927269,597,83,680,Walt Disney Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DK,-3.104700505263158,-0.18036351603677706,86,952,1038,"Delek US Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DKL,8.424678552582005,0.17183070668891962,271,1130,1401,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DKS,16.129684326177006,0.10348750665809021,68,296,364,Dick's Sporting Goods Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DLB,17.410065327090607,0.18610613087520478,403,1158,1561,Dolby Laboratories Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DLR,51.456468570705766,0.023251544638412634,826,870,1696,"Digital Realty Trust, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DLX,194.42534059945504,0.02090095779823286,886,182,1068,Deluxe Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DNB,-82.1520134529148,-0.026125492905731407,1044,203,1247,Dun & Bradstreet Corporation (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DNOW,-3.037236533957845,-0.5842391304347826,187,333,520,NOW Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DNP,9.413507791979741,0.08936019207491294,817,1057,1874,"DNP Select Income Fund, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DOC,53.803763919226725,0.019919204022930004,645,862,1507,Physicians Realty Trust Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DOOR,62.15594082129519,0.03929237498337374,1084,685,1769,Masonite International Corporation Ordinary Shares (Canada),https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DOV,28.131982658595863,0.11633144928315385,279,968,1247,Dover Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DOW,39.11274003254679,0.041122274730947934,797,316,1113,Dow Chemical Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DPG,-8.32744683014661,-0.0986663285909301,217,681,898,Duff & Phelps Global Utility Income Fund Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DPZ,17.21543839303234,0.8397827699026497,735,1135,1870,Domino's Pizza Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DQ,82.71882230687697,0.11412978671430275,439,267,706,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DRE,48.83585862661087,0.033257519344527184,109,1103,1212,Duke Realty Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DRH,54.03112868204283,0.014503248250490501,1124,677,1801,Diamondrock Hospitality Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DRI,-163.96767015706808,-0.02478224555542298,611,354,965,"Darden Restaurants, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DRQ,-44.69977769110765,-0.05822588818197173,464,1076,1540,Dril,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DSL,153.54400431765112,0.006231409974041584,822,1145,1967,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DTE,20.13160698254364,0.03378600510836305,1001,495,1496,DTE Energy Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DTQ,4.36158844765343,0.031915435557819664,654,1127,1781,"DTE Energy Company 2012 Series C 5.25% Junior Subordinate Debentures due December 1, 2062",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DUK,31.14186802973978,0.014223034479872209,1173,621,1794,Duke Energy Corporation (Holding Company) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DUKH,5.003840464870576,0.028543429352251865,223,1146,1369,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DVA,15.591862902996477,0.09083710844532455,186,1101,1287,DaVita HealthCare Partners Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DVN,-3.494160447761194,-0.36473087818696887,745,157,902,Devon Energy Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DY,28.016669150901333,0.11631537600080231,1163,1134,2297,"Dycom Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EAB,74.23367100553807,0.03248708632340168,734,598,1332,"Entergy Arkansas, Inc. First Mortgage Bonds, 4.90% Series Due December 1, 2052",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EAT,921.25,-0.012465977136635819,477,1040,1517,"Brinker International, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EBF,20.008115120241076,0.11231501784452783,433,566,999,"Ennis, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EBS,16.17273025237627,0.16296474166566616,248,1136,1384,"Emergent Biosolutions, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ECL,-50.97460459712887,0.07782121654885546,356,1061,1417,Ecolab Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ECOM,36.651226350597604,0.13998125640224632,194,567,761,ChannelAdvisor Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ED,21.431367847411444,0.022235825786356026,253,349,602,"Consolidated Edison, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EDU,70.12389607998209,0.06661099333787894,1024,239,1263,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands)",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EFC,-9.8682447336495,-0.042034012622247915,1088,739,1827,"Ellington Financial LLC Common Shares representing Limitied Liability Company Interests, no par valu",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EFX,39.980123053258986,0.09611850688063742,559,291,850,"Equifax, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EGP,50.771433238282434,0.04111113976824136,1016,813,1829,"EastGroup Properties, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EIG,9.152640206594324,0.0382583018183702,54,585,639,Employers Holdings Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EIX,25.296923076923076,0.009577798460106608,774,606,1380,Edison International Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EL,113.3710021551724,0.08296296296296296,158,265,423,"Estee Lauder Companies, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ELA,26.52865339400889,0.18403705524334707,1025,121,1146,"Entergy Louisiana, LLC First Mortgage Bonds, 5.875% Series due June 15, 2041",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ELS,48.55034508515708,0.06046034975521943,90,10,100,"Equity Lifestyle Properties, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ELY,-22.861013203712165,-0.0802087423112158,1157,277,1434,Callaway Golf Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EMD,10.103096029991034,0.06808915657963907,205,640,845,"Western Asset Emerging Markets Income Fund, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EME,46.51532811016751,0.08699072746127709,607,723,1330,"EMCOR Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EMN,33.38626569037657,0.03773584905660377,1074,1034,2108,Eastman Chemical Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EMO,-0.6082441322732766,-1.3831366072751414,143,461,604,ClearBridge Energy MLP Opportunity Fund Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EMR,26.3687210412668,0.1430470465842099,363,661,1024,Emerson Electric Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ENB,31.842137254901964,0.02033878397953724,843,849,1692,Enbridge Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ENBL,35.630898876404494,0.007445949582847403,960,519,1479,"Enable Midstream Partners, LP Common Units representing limited partner interests",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ENJ,3.922475649063869,0.027628332932373996,561,162,723,"Entergy New Orleans, Inc. First Mortgage Bonds, 5.0% Series due December 1, 2052",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ENLC,-5.700746185622776,-0.022498009891816415,670,393,1063,"EnLink Midstream, LLC Common Units representing Limited Partner Interests",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ENR,722.2079545454545,0.04036599792375848,964,710,1674,"Energizer Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ENS,0.028754787462252924,0.058702662325985956,1034,733,1767,Enersys Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ENV,-1215.258318971061,-0.004216631611057271,655,979,1634,"Envestnet, Inc Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ENVA,3.5963767443706924,0.21975592768676377,508,441,949,"Enova International, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EOG,-72.50495143671887,-0.022849451020988207,755,340,1095,"EOG Resources, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EPAM,62.07836095488447,0.16781148381959243,1048,46,1094,"EPAM Systems, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EPD,13.459384178149724,0.06824181266974728,536,111,647,Enterprise Products Partners L.P. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EPR,-27.285046079800804,-0.017439193682258776,921,418,1339,EPR Properties Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EQC,7.0453463886920344,0.13319526478552324,492,261,753,Equity Commonwealth Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EQR,29.163051642010608,0.049487641278980435,83,684,767,Equity Residential Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EQT,-5.289249632844827,-0.07742825709331733,419,176,595,EQT Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ESE,99.51364194433869,0.03811765247769613,1078,967,2045,ESCO Technologies Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ESI,67.26937333333333,0.0022958743103861836,1099,1099,2198,"ITT Educational Services, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ESRT,-161.1832281262485,-0.007361314051259497,192,555,747,"Empire State Realty Trust, Inc. Class A Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ESS,31.594127393323603,0.04776281159920042,1200,184,1384,"Essex Property Trust, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ETH,49.7476656626506,0.04385826122418054,239,449,688,Ethan Allen Interiors Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ETM,-3.2788035041944648,-0.10535666343265716,1075,189,1264,Entercom Communications Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ETN,39.54479087234043,0.06730139151216127,404,834,1238,"Eaton Corporation, PLC Ordinary Shares",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ETV,3.966237950507584,0.14491784999652194,1115,382,1497,Eaton Vance Corporation Eaton Vance Tax,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ETW,2.6347529714610314,0.15362413323658616,624,595,1219,Eaton Vance Corporation Eaton Vance Tax,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EV,57.596247437119175,0.0737915507003209,965,942,1907,Eaton Vance Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EVER,-102.10000000000001,-0.1362723988175614,724,1164,1888,EverBank Financial Corp. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EVN,8.906430862885108,0.07044898927962047,282,728,1010,Eaton Vance Municipal Income Trust Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EVR,15.647341788039048,0.2344350019831336,1054,992,2046,Evercore Partners Inc Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EVTC,25.654061640909266,0.13468328717130626,1059,503,1562,"Evertec, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EW,63.03907578333738,0.1445169630470425,1162,538,1700,Edwards Lifesciences Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EXC,20.94353540499236,0.02001784703035711,164,65,229,Exelon Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EXP,14.788962314052268,0.15935090918705017,381,124,505,Eagle Materials Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EXR,34.97735330107788,0.06425763418547929,391,40,431,Extra Space Storage Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
EZT,2.7867680452070793,0.03307069953127547,1098,964,2062,"Entergy Texas Inc First Mortgage Bonds 5.625% Series due June 1, 2064",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
F,-40.130865363565285,-0.0065620424651171,938,1106,2044,Ford Motor Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FAF,9.184654803289352,0.07881285696030282,1068,783,1851,First American Corporation (New) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FBHS,22.397212363695534,0.12152454436610349,834,771,1605,"Fortune Brands Home & Security, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FBP,24.88689595494412,0.006282186464224756,305,1049,1354,First BanCorp. New Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FCF,19.91361043051452,0.01010624650578625,758,384,1142,First Commonwealth Financial Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FCN,20.549770744534417,0.12454773936119727,1038,1133,2171,"FTI Consulting, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FCX,88.85524207011687,0.04640173522348749,283,1122,1405,Freeport,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FDP,15.250494459095801,0.03858013624955181,85,919,1004,"Fresh Del Monte Produce, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FDS,31.185472842364415,0.23436544070854903,365,509,874,FactSet Research Systems Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FDX,28.482192088091356,0.03734136218602308,924,716,1640,FedEx Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FE,17.265638554216867,0.028611251900658895,944,929,1873,FirstEnergy Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FEI,-1.7235624261989066,-0.36878600884980517,133,192,325,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FENG,1.2528278062053975,0.3366873616512527,360,97,457,"Phoenix New Media Limited American Depositary Shares, each representing 8 Class A ordinary shares.",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FF,6.075825229630282,0.20145759685251993,380,484,864,FutureFuel Corp.  Common shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FFG,19.52150290292775,0.006962181700489883,106,1000,1106,"FBL Financial Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FHN,17.829689389524603,0.05725721805561355,48,368,416,First Horizon National Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FI,-7.214226539495583,-0.22679086560567496,330,353,683,Frank's International N.V. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FICO,50.69560007761716,0.25557398629304084,804,1108,1912,Fair Isaac Corproation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FIS,577.3727848101265,0.00372126858885578,154,970,1124,"Fidelity National Information Services, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FIX,18.36074277835872,0.17994252436232386,429,511,940,"Comfort Systems USA, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FL,17.69173652694611,0.09422936449963477,498,438,936,"Foot Locker, Inc.",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FLO,19.77442406314808,0.11592816818367899,134,971,1105,"Flowers Foods, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FLR,-6.651036534067661,-0.055394185043240965,332,379,711,Fluor Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FLS,45.71466113464043,0.04496286164248448,39,636,675,Flowserve Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FLT,34.320367046474374,0.12212735536517605,14,666,680,"FleetCor Technologies, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FMC,25.414705349048052,0.09919264957729633,768,1007,1775,FMC Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FMS,16.70462489446677,0.0772703402344253,295,343,638,Fresenius Medical Care AG Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FMX,0.5587671922397129,0.10958937947915913,772,804,1576,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FN,26.981938729695493,0.1169497243792411,795,902,1697,Fabrinet Ordinary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FNB,13.59168932038835,0.01052276180293737,544,299,843,F.N.B. Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FNF,8.242620882971268,0.039302945517833934,818,1097,1915,"FNF Group of Fidelity National Financial, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FNV,84.77638508371385,0.0511315536994187,931,90,1021,Franco,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FOE,35.23082618752775,0.028832280133075025,159,972,1131,Ferro Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FOR,16.82771212121212,0.050717304601464376,729,172,901,Forestar Group Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FPF,1074.2257353834934,0.0007762847609806235,671,748,1419,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FR,28.518749011424113,0.05452999126154533,551,1043,1594,"First Industrial Realty Trust, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FRA,-35.63834455871837,-0.020105245326487487,405,825,1230,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FRO,4.667267019218527,0.09602905612275289,530,1200,1730,Frontline Ltd. Ordinary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FRT,29.34127674493869,0.03806404391042057,1103,1090,2193,Federal Realty Investment Trust Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FSM,58.60270437956204,0.05653071305084148,1121,989,2110,Fortuna Silver Mines Inc Ordinary Shares (Canada),https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FSS,24.13567047817048,0.11750282912108638,1130,390,1520,Federal Signal Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FTI,-0.6282861012227209,-0.6715533038697855,598,819,1417,"FMC Technologies, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FUL,15.965551710880431,0.045159774275275115,175,1029,1204,H. B. Fuller Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
FUN,-15.044995492207958,-0.131145624187497,1056,1187,2243,"Cedar Fair, L.P. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
G,26.256221603498165,0.1090957283504732,1135,914,2049,Genpact Limited Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GBL,9.512972500979675,0.4756394225304081,1127,252,1379,"Gamco Investors, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GBX,74.55254711070413,0.06735152655366587,675,784,1459,"Greenbrier Companies, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GCI,-1.1012364482109058,-0.2981254545715645,1171,219,1390,"Gannett Co., Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GCO,-6.305020677889606,-0.11646425536617934,982,1056,2038,Genesco Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GD,21.201764284714383,0.07816186622906292,946,1095,2041,General Dynamics Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GDOT,116.30170982663958,0.027074429384356676,370,1004,1374,"Green Dot Corporation Class A Common Stock, $0.001 par value",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GE,18.610033309957924,0.026356093800714055,990,116,1106,General Electric Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GEF,25.23205882352941,0.04125653985989181,1110,1172,2282,Greif Inc. Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GEL,-2.647634384344746,-0.07188685541154494,117,1141,1258,"Genesis Energy, L.P. Common Units",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GEO,8.450320971052445,0.030657745570942717,28,351,379,Geo Group Inc (The) REIT,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GES,-23.095726222863803,-0.04536756832679388,527,746,1273,"Guess?, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GGG,30.404993660766955,0.22478084451134822,112,19,131,Graco Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GHC,9.886554691791654,0.07412321436468976,121,571,692,Graham Holdings Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GHY,12.081077731554227,0.05889658160778832,1070,906,1976,"Prudential Global Short Duration High Yield Fund, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GIB,17.5338526537588,0.13931320635908964,584,1082,1666,"CGI Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GIL,-23.16994640976157,-0.10827793222233682,235,927,1162,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GIS,14.066057583667744,0.12281172671224258,456,450,906,"General Mills, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GLOG,-3.4024442690727463,-0.034266667168819015,849,231,1080,GasLog Ltd. Common Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GLOP,-2.6779252337476622,-0.02784902932250673,794,249,1043,GasLog Partners LP Common Units representing limited partnership interests,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GLP,7.9210030920140735,0.043600985499111775,585,363,948,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GLT,37.62259742698845,0.030708713724448156,711,767,1478,Glatfelter Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GLW,59.01328125,0.023067239336492892,130,831,961,Corning Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GM,12.559800840205384,0.05213029030679271,728,241,969,General Motors Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GME,-62.84632270742358,-0.20669464233434176,652,51,703,Gamestop Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
